market_name,proposition_name,market_price
Brownlow Medal Exacta 25/09,Petracca/N.Daicos,14.0
Brownlow Medal Exacta 25/09,Petracca/Bontempelli,14.0
Brownlow Medal Exacta 25/09,N.Daicos/Neale,19.0
Brownlow Medal Exacta 25/09,Bontempelli/Neale,21.0
Brownlow Medal Exacta 25/09,Neale/N.Daicos,23.0
Brownlow Medal Exacta 25/09,Petracca/Butters,23.0
Brownlow Medal Exacta 25/09,Butters/Petracca,26.0
Brownlow Medal Exacta 25/09,Neale/Bontempelli,26.0
Brownlow Medal Exacta 25/09,Butters/Neale,41.0
Brownlow Medal Exacta 25/09,Petracca/Neale,41.0
Brownlow Medal Exacta 25/09,Neale/Butters,41.0
Brownlow Medal Exacta 25/09,Neale/Petracca,51.0
Brownlow Medal Exacta 25/09,Bontempelli/Serong,61.0
Brownlow Medal Exacta 25/09,N.Daicos/Serong,67.0
Brownlow Medal Exacta 25/09,Bontempelli/Taranto,81.0
Brownlow Medal Exacta 25/09,N.Daicos/Taranto,81.0
Brownlow Medal Exacta 25/09,Serong/N.Daicos,101.0
Brownlow Medal Exacta 25/09,Serong/Bontempelli,101.0
Brownlow Medal Exacta 25/09,Butters/Serong,126.0
Brownlow Medal Exacta 25/09,Taranto/N.Daicos,126.0
Brownlow Medal Exacta 25/09,Bontempelli/Rozee,151.0
Brownlow Medal Exacta 25/09,Taranto/Bontempelli,151.0
Brownlow Medal Exacta 25/09,Merrett/Bontempelli,151.0
Brownlow Medal Exacta 25/09,Petracca/Taranto,151.0
Brownlow Medal Exacta 25/09,Petracca/Serong,151.0
Brownlow Medal Exacta 25/09,Bontempelli/Dawson,151.0
Brownlow Medal Exacta 25/09,Serong/Butters,151.0
Brownlow Medal Exacta 25/09,N.Daicos/Gulden,201.0
Brownlow Medal Exacta 25/09,Serong/Petracca,201.0
Brownlow Medal Exacta 25/09,Gulden/Bontempelli,201.0
Brownlow Medal Exacta 25/09,N.Daicos/Rozee,201.0
Brownlow Medal Exacta 25/09,Rozee/Bontempelli,201.0
Brownlow Medal Exacta 25/09,Merrett/N.Daicos,201.0
Brownlow Medal Exacta 25/09,N.Daicos/Dawson,201.0
Brownlow Medal Exacta 25/09,N.Daicos/Merrett,201.0
Brownlow Medal Exacta 25/09,Taranto/Butters,201.0
Brownlow Medal Exacta 25/09,Bontempelli/Gulden,201.0
Brownlow Medal Exacta 25/09,Neale/Serong,251.0
Brownlow Medal Exacta 25/09,Gulden/N.Daicos,251.0
Brownlow Medal Exacta 25/09,Bontempelli/Merrett,251.0
Brownlow Medal Exacta 25/09,Bontempelli/Sinclair,251.0
Brownlow Medal Exacta 25/09,Butters/Taranto,251.0
Brownlow Medal Exacta 25/09,Bontempelli/Greene,301.0
Brownlow Medal Exacta 25/09,Rozee/N.Daicos,301.0
Brownlow Medal Exacta 25/09,Gulden/Butters,301.0
Brownlow Medal Exacta 25/09,Taranto/Petracca,301.0
Brownlow Medal Exacta 25/09,Butters/Dawson,301.0
Brownlow Medal Exacta 25/09,Dawson/N.Daicos,301.0
Brownlow Medal Exacta 25/09,Dawson/Petracca,351.0
Brownlow Medal Exacta 25/09,Rozee/Petracca,351.0
Brownlow Medal Exacta 25/09,Butters/Rozee,351.0
Brownlow Medal Exacta 25/09,Dawson/Bontempelli,351.0
Brownlow Medal Exacta 25/09,Petracca/Merrett,401.0
Brownlow Medal Exacta 25/09,Gulden/Petracca,401.0
Brownlow Medal Exacta 25/09,Merrett/Butters,451.0
Brownlow Medal Exacta 25/09,Neale/Taranto,451.0
Brownlow Medal Exacta 25/09,Dawson/Butters,501.0
Brownlow Medal Exacta 25/09,Greene/N.Daicos,501.0
Brownlow Medal Exacta 25/09,Anderson/Bontempelli,501.0
Brownlow Medal Exacta 25/09,Petracca/Dawson,501.0
Brownlow Medal Exacta 25/09,Serong/Neale,501.0
Brownlow Medal Exacta 25/09,Petracca/Sinclair,501.0
Brownlow Medal Exacta 25/09,Greene/Butters,501.0
Brownlow Medal Exacta 25/09,N.Daicos/Sinclair,501.0
Brownlow Medal Exacta 25/09,Bontempelli/Crisp,501.0
Brownlow Medal Exacta 25/09,Taranto/Neale,501.0
Brownlow Medal Exacta 25/09,Bontempelli/Steele,501.0
Brownlow Medal Exacta 25/09,Neale/Dawson,501.0
Brownlow Medal Exacta 25/09,Sinclair/Bontempelli,501.0
Brownlow Medal Exacta 25/09,Butters/Gulden,501.0
Brownlow Medal Exacta 25/09,Greene/Bontempelli,501.0
Brownlow Medal Exacta 25/09,Anderson/N.Daicos,501.0
Brownlow Medal Exacta 25/09,Butters/Merrett,501.0
Brownlow Medal Exacta 25/09,Merrett/Petracca,501.0
Brownlow Medal Exacta 25/09,Neale/Gulden,501.0
Brownlow Medal Exacta 25/09,Petracca/Rozee,501.0
Brownlow Medal Trifecta 25/09,N.Daicos/Bontempeli/Petracca,16.0
Brownlow Medal Trifecta 25/09,N.Daicos/Bontempelli/Butters,16.0
Brownlow Medal Trifecta 25/09,Bontempelli/N.Daicos/Butters,18.0
Brownlow Medal Trifecta 25/09,Bontempeli/N.Daicos/Petracca,18.0
Brownlow Medal Trifecta 25/09,N.Daicos/Petracca/Bontempeli,18.0
Brownlow Medal Trifecta 25/09,Bontempelli/Butters/N.Daicos,21.0
Brownlow Medal Trifecta 25/09,N.Daicos/Butters/Bontempelli,21.0
Brownlow Medal Trifecta 25/09,Butters/Bontempelli/N.Daicos,21.0
Brownlow Medal Trifecta 25/09,Butters/N.Daicos/Bontempelli,26.0
Brownlow Medal Trifecta 25/09,Bontempeli/Petracca/N.Daicos,26.0
Brownlow Medal Trifecta 25/09,Petracca/Bontempeli/N.Daicos,26.0
Brownlow Medal Trifecta 25/09,Petracca/N.Daicos/Bontempeli,26.0
Brownlow Medal Trifecta 25/09,N.Daicos/Bontempelli/Neale,26.0
Brownlow Medal Trifecta 25/09,Butters/Bontempelli/Petracca,31.0
Brownlow Medal Trifecta 25/09,Bontempelli/N.Daicos/Neale,34.0
Brownlow Medal Trifecta 25/09,Bontempelli/Butters/Petracca,34.0
Brownlow Medal Trifecta 25/09,Bontempelli/Petracca/Butters,34.0
Brownlow Medal Trifecta 25/09,Bontempelli/Neale/N.Daicos,41.0
Brownlow Medal Trifecta 25/09,Neale/Bontempelli/N.Daicos,41.0
Brownlow Medal Trifecta 25/09,Petracca/N.Daicos/Butters,41.0
Brownlow Medal Trifecta 25/09,N.Daicos/Petracca/Butters,41.0
Brownlow Medal Trifecta 25/09,N.Daicos/Butters/Petracca,41.0
Brownlow Medal Trifecta 25/09,Petracca/Butters/Bontempelli,41.0
Brownlow Medal Trifecta 25/09,Neale/N.Daicos/Bontempelli,51.0
Brownlow Medal Trifecta 25/09,Butters/Petracca/Bontempelli,51.0
Brownlow Medal Trifecta 25/09,Petracca/Butters/N.Daicos,51.0
Brownlow Medal Trifecta 25/09,Petracca/Bontempelli/Butters,51.0
Brownlow Medal Trifecta 25/09,Butters/N.Daicos/Petracca,51.0
Brownlow Medal Trifecta 25/09,N.Daicos/Butters/Neale,51.0
Brownlow Medal Trifecta 25/09,Butters/Petracca/N.Daicos,51.0
Brownlow Medal Trifecta 25/09,N.Daicos/Neale/Bontempelli,51.0
Brownlow Medal Trifecta 25/09,N.Daicos/Petracca/Neale,51.0
Brownlow Medal Trifecta 25/09,Neale/N.Daicos/Butters,67.0
Brownlow Medal Trifecta 25/09,Bontempelli/Butters/Neale,67.0
Brownlow Medal Trifecta 25/09,Bontempelli/Neale/Petracca,81.0
Brownlow Medal Trifecta 25/09,Neale/N.Daicos/Petracca,81.0
Brownlow Medal Trifecta 25/09,Butters/Bontempelli/Neale,81.0
Brownlow Medal Trifecta 25/09,Bontempelli/Neale/Butters,81.0
Brownlow Medal Trifecta 25/09,Neale/Butters/N.Daicos,81.0
Brownlow Medal Trifecta 25/09,N.Daicos/Neale/Butters,81.0
Brownlow Medal Trifecta 25/09,Butters/Neale/Bontempelli,81.0
Brownlow Medal Trifecta 25/09,Petracca/N.Daicos/Neale,81.0
Brownlow Medal Trifecta 25/09,Bontempelli/Petracca/Neale,81.0
Brownlow Medal Trifecta 25/09,Butters/N.Daicos/Neale,81.0
Brownlow Medal Trifecta 25/09,Petracca/Neale/Bontempelli,101.0
Brownlow Medal Trifecta 25/09,N.Daicos/Bontempelli/Serong,101.0
Brownlow Medal Trifecta 25/09,Petracca/Neale/N.Daicos,101.0
Brownlow Medal Trifecta 25/09,Petracca/Bontempelli/Neale,101.0
Brownlow Medal Trifecta 25/09,Bontempelli/N.Daicos/Serong,101.0
Brownlow Medal Trifecta 25/09,Butters/Neale/N.Daicos,101.0
Brownlow Medal Trifecta 25/09,Neale/Bontempelli/Butters,101.0
Brownlow Medal Trifecta 25/09,N.Daicos/Neale/Petracca,101.0
Brownlow Medal Trifecta 25/09,Bontempelli/Serong/N.Daicos,126.0
Brownlow Medal Trifecta 25/09,N.Daicos/Serong/Bontempelli,126.0
Brownlow Medal Trifecta 25/09,Neale/Bontempelli/Petracca,126.0
Brownlow Medal Trifecta 25/09,Bontempelli/N.Daicos/Taranto,126.0
Brownlow Medal Trifecta 25/09,Neale/Butters/Bontempelli,126.0
Brownlow Medal Trifecta 25/09,Neale/Petracca/Bontempelli,126.0
Brownlow Medal Trifecta 25/09,Bontempelli/Taranto/N.Daicos,126.0
Brownlow Medal Trifecta 25/09,N.Daicos/Bontempelli/Taranto,151.0
Brownlow Medal Trifecta 25/09,Neale/Petracca/Butters,151.0
Brownlow Medal Trifecta 25/09,Bontempelli/N.Daicos/Gulden,201.0
Brownlow Medal Trifecta 25/09,N.Daicos/Taranto/Bontempelli,201.0
Brownlow Medal Trifecta 25/09,Serong/Bontempelli/N.Daicos,201.0
Brownlow Medal Trifecta 25/09,N.Daicos/Bontempelli/Gulden,201.0
Brownlow Medal Trifecta 25/09,Butters/Bontempelli/Serong,201.0
Brownlow Medal Trifecta 25/09,Bontempelli/Serong/Petracca,201.0
Brownlow Medal Trifecta 25/09,N.Daicos/Butters/Serong,201.0
Brownlow Medal Trifecta 25/09,Serong/N.Daicos/Bontempelli,201.0
Brownlow Medal Trifecta 25/09,Neale/Petracca/N.Daicos,201.0
Brownlow Medal Trifecta 25/09,Butters/Petracca/Neale,201.0
Brownlow Medal Trifecta 25/09,Bontempelli/N.Daicos/Merrett,201.0
Brownlow Medal Trifecta 25/09,Bontempelli/Petracca/Serong,201.0
Brownlow Medal Trifecta 25/09,Butters/Neale/Petracca,201.0
Brownlow Medal Trifecta 25/09,N.Daicos/Serong/Butters,301.0
Brownlow Medal Trifecta 25/09,Petracca/Bontempelli/Serong,301.0
Brownlow Medal Trifecta 25/09,Petracca/Butters/Neale,301.0
Brownlow Medal Trifecta 25/09,N.Daicos/Petracca/Taranto,301.0
Brownlow Medal Trifecta 25/09,N.Daicos/Bontempelli/Dawson,301.0
Brownlow Medal Trifecta 25/09,Bontempelli/N.Daicos/Rozee,301.0
Brownlow Medal Trifecta 25/09,Bontempelli/Butters/Serong,301.0
Brownlow Medal Trifecta 25/09,N.Daicos/Bontempelli/Rozee,301.0
Brownlow Medal Trifecta 25/09,Bontempelli/Neale/Taranto,351.0
Brownlow Medal Trifecta 25/09,Butters/Serong/Bontempelli,351.0
Brownlow Medal Trifecta 25/09,Petracca/Neale/Butters,351.0
Brownlow Medal Trifecta 25/09,Taranto/N.Daicos/Bontempelli,351.0
Brownlow Medal Trifecta 25/09,Bontempelli/Taranto/Butters,351.0
Brownlow Medal Trifecta 25/09,Bontempelli/Butters/Taranto,351.0
Brownlow Medal Trifecta 25/09,Bontempelli/Serong/Butters,351.0
Brownlow Medal Trifecta 25/09,Butters/N.Daicos/Serong,351.0
Brownlow Medal Trifecta 25/09,Petracca/N.Daicos/Serong,401.0
Brownlow Medal Trifecta 25/09,Butters/Serong/N.Daicos,401.0
Brownlow Medal Trifecta 25/09,Neale/Butters/Petracca,401.0
Brownlow Medal Trifecta 25/09,Serong/N.Daicos/Butters,401.0
Brownlow Medal Trifecta 25/09,N.Daicos/Bontempelli/Merrett,401.0
Brownlow Medal Trifecta 25/09,Taranto/Bontempelli/N.Daicos,401.0
Brownlow Medal Trifecta 25/09,N.Daicos/Serong/Petracca,451.0
Brownlow Medal Trifecta 25/09,Bontempelli/N.Daicos/Greene,451.0
Brownlow Medal Trifecta 25/09,Butters/N.Daicos/Taranto,451.0
Brownlow Medal Trifecta 25/09,Serong/Butters/N.Daicos,451.0
Brownlow Medal Trifecta 25/09,N.Daicos/Taranto/Butters,451.0
Brownlow Medal Trifecta 25/09,Gulden/N.Daicos/Bontempelli,451.0
Brownlow Medal Trifecta 25/09,Serong/Butters/Bontempelli,451.0
Brownlow Medal Trifecta 25/09,Bontempeli/N.Daicos/Sinclair,451.0
Brownlow Medal Trifecta 25/09,Serong/Bontempelli/Butters,451.0
Brownlow Medal Trifecta 25/09,Bontempelli/Rozee/N.Daicos,451.0
Brownlow Medal Trifecta 25/09,Butters/Bontempelli/Dawson,501.0
Brownlow Medal Trifecta 25/09,Bontempelli/Gulden/N.Daicos,501.0
Brownlow Medal Trifecta 25/09,Butters/Taranto/N.Daicos,501.0
Brownlow Medal Trifecta 25/09,N.Daicos/Taranto/Petracca,501.0
Brownlow Medal Trifecta 25/09,N.Daicos/Butters/Taranto,501.0
Brownlow Medal Trifecta 25/09,Taranto/Butters/N.Daicos,501.0
Brownlow Medal Trifecta 25/09,Bontempelli/Butters/Gulden,501.0
Brownlow Medal Trifecta 25/09,Petracca/Serong/N.Daicos,501.0
Brownlow Medal Trifecta 25/09,Butters/Bontempelli/Taranto,501.0
Brownlow Medal Trifecta 25/09,Serong/N.Daicos/Petracca,501.0
Brownlow Medal Trifecta 25/09,Taranto/Bontempelli/Butters,501.0
Brownlow Medal Trifecta 25/09,Bontempelli/Petracca/Taranto,501.0
Brownlow Medal Trifecta 25/09,Rozee/Bontempelli/N.Daicos,501.0
Brownlow Medal Trifecta 25/09,Petracca/Bontempelli/Taranto,501.0
Brownlow Medal Trifecta 25/09,N.Daicos/Bontempeli/Sinclair,501.0
Brownlow Medal Trifecta 25/09,Bontempelli/Serong/Neale,501.0
Brownlow Boxed Trifecta 25/09,Bontempeli/N.Daicos/Petracca,3.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Butters/N.Daicos,3.5
Brownlow Boxed Trifecta 25/09,Bontempelli/N.Daicos/Neale,7.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Butters/Petracca,9.0
Brownlow Boxed Trifecta 25/09,Butters/N.Daicos/Petracca,9.0
Brownlow Boxed Trifecta 25/09,Butters/N.Daicos/Neale,18.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Butters/Neale,18.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Neale/Petracca,21.0
Brownlow Boxed Trifecta 25/09,Bontempelli/N.Daicos/Serong,26.0
Brownlow Boxed Trifecta 25/09,N.Daicos/Neale/Petracca,26.0
Brownlow Boxed Trifecta 25/09,Bontempelli/N.Daicos/Taranto,34.0
Brownlow Boxed Trifecta 25/09,Butters/Neale/Petracca,34.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Petracca/Serong,51.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Gulden/N.Daicos,51.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Butters/Serong,51.0
Brownlow Boxed Trifecta 25/09,Butters/N.Daicos/Serong,51.0
Brownlow Boxed Trifecta 25/09,Bontempelli/N.Daicos/Rozee,67.0
Brownlow Boxed Trifecta 25/09,N.Daicos/Petracca/Serong,81.0
Brownlow Boxed Trifecta 25/09,Butters/N.Daicos/Taranto,81.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Butters/Taranto,81.0
Brownlow Boxed Trifecta 25/09,N.Daicos/Petracca/Taranto,101.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Merrett/N.Daicos,101.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Petracca/Taranto,126.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Dawson/N.Daicos,126.0
Brownlow Boxed Trifecta 25/09,Bontempeli/N.Daicos/Sinclair,126.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Neale/Taranto,126.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Neale/Serong,151.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Butters/Merrett,151.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Merrett/Petracca,151.0
Brownlow Boxed Trifecta 25/09,Butters/Merrett/N.Daicos,151.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Greene/N.Daicos,151.0
Brownlow Boxed Trifecta 25/09,Butters/Petracca/Serong,151.0
Brownlow Boxed Trifecta 25/09,N.Daicos/Neale/Serong,151.0
Brownlow Boxed Trifecta 25/09,Butters/Dawson/N.Daicos,151.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Butters/Gulden,151.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Petracca/Rozee,151.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Dawson/Petracca,201.0
Brownlow Boxed Trifecta 25/09,N.Daicos/Neale/Taranto,201.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Butters/Dawson,251.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Butters/Rozee,251.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Gulden/Petracca,251.0
Brownlow Boxed Trifecta 25/09,Dawson/N.Daicos/Petracca,251.0
Brownlow Boxed Trifecta 25/09,Butters/Petracca/Taranto,301.0
Brownlow Boxed Trifecta 25/09,Butters/Gulden/N.Daicos,301.0
Brownlow Boxed Trifecta 25/09,Butters/Neale/Serong,301.0
Brownlow Boxed Trifecta 25/09,Bontempeli/Petracca/Sinclair,301.0
Brownlow Boxed Trifecta 25/09,Butters/N.Daicos/Rozee,301.0
Brownlow Boxed Trifecta 25/09,Merrett/N.Daicos/Petracca,301.0
Brownlow Boxed Trifecta 25/09,Gulden/N.Daicos/Neale,351.0
Brownlow Boxed Trifecta 25/09,Dawson/N.Daicos/Neale,351.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Greene/Petracca,351.0
Brownlow Boxed Trifecta 25/09,N.Daicos/Petracca/Rozee,351.0
Brownlow Boxed Trifecta 25/09,Gulden/N.Daicos/Petracca,351.0
Brownlow Boxed Trifecta 25/09,Butters/N.Daicos/Sinclair,351.0
Brownlow Boxed Trifecta 25/09,Butters/Petracca/Rozee,351.0
Brownlow Boxed Trifecta 25/09,Merrett/N.Daicos/Neale,351.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Neale/Rozee,351.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Butters/Sinclair,351.0
Brownlow Boxed Trifecta 25/09,Butters/Dawson/Petracca,401.0
Brownlow Boxed Trifecta 25/09,Neale/Petracca/Taranto,401.0
Brownlow Boxed Trifecta 25/09,Butters/Merrett/Petracca,401.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Butters/Greene,401.0
Brownlow Boxed Trifecta 25/09,Bontmpli/McCluggage/N.Daicos,401.0
Brownlow Boxed Trifecta 25/09,Andersn/Bontempelli/N.Daicos,451.0
Brownlow Boxed Trifecta 25/09,Butters/Gulden/Petracca,451.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Merrett/Neale,451.0
Brownlow Boxed Trifecta 25/09,N.Daicos/Petracca/Sinclair,451.0
Brownlow Boxed Trifecta 25/09,Neale/Petracca/Serong,451.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Curnow/N.Daicos,501.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Cameron/N.Daicos,501.0
Brownlow Boxed Trifecta 25/09,Bontempelli/N.Daicos/Parish,501.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Draper/N.Daicos,501.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Cripps/N.Daicos,501.0
Brownlow Boxed Trifecta 25/09,Andersn/Bontempelli/Petracca,501.0
Brownlow Boxed Trifecta 25/09,Anderson/Butters/N.Daicos,501.0
Brownlow Boxed Trifecta 25/09,Butters/Neale/Rozee,501.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Dawson/Neale,501.0
Brownlow Boxed Trifecta 25/09,Butters/Gulden/Neale,501.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Dunkley/N.Daicos,501.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Gulden/Neale,501.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Gaff/N.Daicos,501.0
Brownlow Boxed Trifecta 25/09,N.Daicos/Neale/Sinclair,501.0
Brownlow Boxed Trifecta 25/09,Bontempelli/N.Daicos/Walsh,501.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Miller/N.Daicos,501.0
Brownlow Boxed Trifecta 25/09,Bontempelli/N.Daicos/Treloar,501.0
Brownlow Boxed Trifecta 25/09,Bontempeli/Mitchell/N.Daicos,501.0
Brownlow Boxed Trifecta 25/09,Bontempelli/Hopper/N.Daicos,501.0
Brownlow Medal Handicap,Nick Daicos (COL) +0,12.0
Brownlow Medal Handicap,Marcus Bontempelli (WB) +1.5,12.0
Brownlow Medal Handicap,Christian Petracca(MEL) +3.5,11.0
Brownlow Medal Handicap,Zak Butters (PA) +3.5,8.0
Brownlow Medal Handicap,Lachie Neale (BRI) +6.5,5.0
Brownlow Medal Handicap,Caleb Serong (FRE) +7.5,13.0
Brownlow Medal Handicap,Tim Taranto (RIC) +7.5,13.0
Brownlow Medal Handicap,Connor Rozee (PA) +8.5,13.0
Brownlow Medal Handicap,Errol Gulden (SYD) +9.5,9.0
Brownlow Medal Handicap,Jordan Dawson (ADE) +10.5,12.0
Brownlow Medal Handicap,Zach Merrett (ESS) +10.5,12.0
Brownlow Medal Handicap,Noah Anderson (GC) +11.5,12.0
Brownlow Medal Handicap,Toby Greene (GWS) +12.5,9.0
Brownlow Medal Handicap,Patrick Cripps (CAR) +13.5,12.0
Brownlow Winning Margin 25/09,Tie,5.0
Brownlow Winning Margin 25/09,1 to 2,1.9
Brownlow Winning Margin 25/09,3 to 4,3.75
Brownlow Winning Margin 25/09,5 to 6,9.0
Brownlow Winning Margin 25/09,7 to 10,21.0
Brownlow Winning Margin 25/09,11+,101.0
Brownlow Exact Win Margin 25/09,Tie,5.0
Brownlow Exact Win Margin 25/09,1 Vote,3.0
Brownlow Exact Win Margin 25/09,2 Votes,4.0
Brownlow Exact Win Margin 25/09,3 Votes,6.0
Brownlow Exact Win Margin 25/09,4 Votes,8.0
Brownlow Exact Win Margin 25/09,5 Votes,13.0
Brownlow Exact Win Margin 25/09,6 Votes,26.0
Brownlow Exact Win Margin 25/09,7 Votes,34.0
Brownlow Exact Win Margin 25/09,8 Votes,67.0
Brownlow Exact Win Margin 25/09,9 Votes,201.0
Brownlow Exact Win Margin 25/09,10 Votes,501.0
Brownlow Exact Win Margin 25/09,11+ Votes,101.0
Brownlow Team Poll Most Votes 25/09,Collingwood,1.55
Brownlow Team Poll Most Votes 25/09,Melbourne,3.0
Brownlow Team Poll Most Votes 25/09,Port Adelaide,6.5
Brownlow Team Poll Most Votes 25/09,Brisbane,19.0
Brownlow Team Poll Most Votes 25/09,Western Bulldogs,51.0
Brownlow Team Poll Most Votes 25/09,Adelaide,151.0
Brownlow Team Poll Most Votes 25/09,Carlton,151.0
Brownlow Team Poll Most Votes 25/09,Greater Western Sydney,151.0
Brownlow Team Poll Most Votes 25/09,Sydney,151.0
Brownlow Team Poll Most Votes 25/09,St Kilda,201.0
Brownlow Team Poll Most Votes 25/09,Fremantle,251.0
Brownlow Team Poll Most Votes 25/09,Essendon,301.0
Brownlow Team Poll Most Votes 25/09,Richmond,301.0
Brownlow Team Poll Most Votes 25/09,Geelong,501.0
Brownlow Team Poll Most Votes 25/09,Gold Coast,501.0
Brownlow Team Poll Most Votes 25/09,Hawthorn,501.0
Brownlow Team Poll Most Votes 25/09,North Melbourne,501.0
Brownlow Team Poll Most Votes 25/09,West Coast,501.0
Brownlow Leader after Round 5 25/09,Nick Daicos (COL),1.25
Brownlow Leader after Round 5 25/09,Clayton Oliver (MEL),9.0
Brownlow Leader after Round 5 25/09,Jeremy Cameron (GEE),13.0
Brownlow Leader after Round 5 25/09,Jordan Dawson (ADE),17.0
Brownlow Leader after Round 5 25/09,Darcy Parish (ESS),17.0
Brownlow Leader after Round 5 25/09,Zach Merrett (ESS),51.0
Brownlow Leader after Round 5 25/09,Caleb Serong (FRE),51.0
Brownlow Leader after Round 5 25/09,Chad Warner (SYD),81.0
Brownlow Leader after Round 5 25/09,Christian Petracca (MEL),101.0
Brownlow Leader after Round 5 25/09,Rory Laird (ADE),151.0
Brownlow Leader after Round 5 25/09,Tim Taranto (RIC),501.0
Brownlow Leader after Round 5 25/09,Luke Davies-Uniacke (NM),501.0
Brownlow Leader after Round 5 25/09,Brad Crouch (STK),501.0
Brownlow Leader after Round 10 25/09,Nick Daicos (COL),1.72
Brownlow Leader after Round 10 25/09,Clayton Oliver (MEL),5.0
Brownlow Leader after Round 10 25/09,Jordan Dawson (ADE),7.0
Brownlow Leader after Round 10 25/09,Christian Petracca (MEL),12.0
Brownlow Leader after Round 10 25/09,Zak Butters (PA),16.0
Brownlow Leader after Round 10 25/09,Marcus Bontempelli (WB),18.0
Brownlow Leader after Round 10 25/09,Lachie Neale (BRI),21.0
Brownlow Leader after Round 10 25/09,Tim Taranto (RIC),26.0
Brownlow Leader after Round 10 25/09,Caleb Serong (FRE),67.0
Brownlow Leader after Round 10 25/09,Jeremy Cameron (GEE),81.0
Brownlow Leader after Round 10 25/09,Darcy Parish (ESS),101.0
Brownlow Leader after Round 10 25/09,Zach Merrett (ESS),101.0
Brownlow Leader after Round 10 25/09,Noah Anderson (GC),151.0
Brownlow Leader after Round 10 25/09,Connor Rozee (PA),501.0
Brownlow Poll in Most Games 25/09,Christian Petracca (MEL),2.25
Brownlow Poll in Most Games 25/09,Marcus Bontempelli (WB),5.0
Brownlow Poll in Most Games 25/09,Nick Daicos (COL),6.5
Brownlow Poll in Most Games 25/09,Zak Butters (PA),8.0
Brownlow Poll in Most Games 25/09,Caleb Serong (FRE),10.0
Brownlow Poll in Most Games 25/09,Connor Rozee (PA),15.0
Brownlow Poll in Most Games 25/09,Tim Taranto (RIC),21.0
Brownlow Poll in Most Games 25/09,Lachie Neale (BRI),21.0
Brownlow Poll in Most Games 25/09,Jordan Dawson (ADE),34.0
Brownlow Poll in Most Games 25/09,Zach Merrett (ESS),67.0
Brownlow Most 3 Vote Games 25/09,Nick Daicos (COL),2.5
Brownlow Most 3 Vote Games 25/09,Marcus Bontempelli (WB),3.5
Brownlow Most 3 Vote Games 25/09,Zak Butters (PA),5.0
Brownlow Most 3 Vote Games 25/09,Lachie Neale (BRI),9.0
Brownlow Most 3 Vote Games 25/09,Christian Petracca (MEL),15.0
Brownlow Most 3 Vote Games 25/09,Errol Gulden (SYD),21.0
Brownlow Most 3 Vote Games 25/09,Zach Merrett (ESS),34.0
Brownlow Most 3 Vote Games 25/09,Caleb Serong (FRE),34.0
Brownlow Most 3 Vote Games 25/09,Tim Taranto (RIC),41.0
Brownlow Most 3 Vote Games 25/09,Toby Greene (GWS),67.0
Brownlow Most 3 Vote Games 25/09,Connor Rozee (PA),81.0
Brownlow Most 3 Vote Games 25/09,Jordan Dawson (ADE),151.0
Brownlow Most 3 Vote Games 25/09,Jack Sinclair (STK),201.0
Brownlow Most 3 Vote Games 25/09,Noah Anderson (GC),301.0
Brownlow Medal ToPollVote,Luke Shuey (WCE),1.08
Brownlow Medal ToPollVote,N Wanganeen-Milera (STK),1.08
Brownlow Medal ToPollVote,Bailey Dale (WB),1.08
Brownlow Medal ToPollVote,Bayley Fritsch (MEL),1.1
Brownlow Medal ToPollVote,Brodie Smith (ADE),1.09
